Energy,Partition
45.56735771452475, 0.014782608695652177
47.63044240549324, 0.10608695652173916
51.46813856756945, 0.21043478260869575
56.86010957820264, 0.26521739130434785
68.63386585340562, 0.31739130434782625
89.5206190858002, 0.3252173913043479
112.94957870941856, 0.3121739130434784
155.70684047537316, 0.3121739130434784
221.89823414589696, 0.3069565217391306
316.2277660168379, 0.3121739130434784
492.38826317067367, 0.3121739130434784
758.2417475768824, 0.31478260869565233
1056.9111061366789, 0.31478260869565233
1574.401100347473, 0.31739130434782625
2345.2670810091577, 0.31739130434782625
3025.3054571024486, 0.31739130434782625
