Energy,Partition
11.087170835289319, 0.00
14.265055828368475, 0.000
17.93623739052826, 0.000
23.624217267812032, 0.005829596412556093
29.046121301171684, 0.011210762331838597
36.54755715701024, 0.01928251121076241
46.00048610650422, 0.03139013452914807
63.4682791353859, 0.04618834080717493
110.06022921646773, 0.054260089686098634
178.0861957947929, 0.05560538116591929
308.62864131480416, 0.05560538116591929
466.16611769442045, 0.05560538116591929
926.9326229958272, 0.05560538116591929
1760.5774395685808, 0.05560538116591929
3194.196283751504, 0.05560538116591929
6803.302927616642, 0.05560538116591929
12921.911853960792, 0.05560538116591929
29480.560033169055, 0.05560538116591929
51090.68194550377, 0.05560538116591929
61368.24302900084, 0.05560538116591929
72036.20261992243, 0.054260089686098634
84567.31699354829, 0.054260089686098634
